-0,-0,0
-0.00087898,0,0.12251
-0.00087898,0.022339,0.1208
-0.00087898,0.044154,0.11569
-0.00087898,0.064935,0.10732
-0.00087898,0.084193,0.095869
-0.00087898,0.10148,0.081614
-0.00087898,0.11638,0.064888
-0.00087898,0.12856,0.046082
-0.00087898,0.13773,0.025638
-0.00087898,0.14366,0.0040342
-0.00087898,0.14623,-0.018223
-0.00087898,0.14538,-0.040611
-0.00087898,0.14111,-0.062606
-0.00087898,0.13354,-0.083692
-0.00087898,0.12283,-0.10337
-0.00087898,0.10925,-0.12119
-0.00087898,0.093109,-0.13673
-0.00087898,0.074783,-0.14962
-0.00087898,0.054705,-0.15956
-0.00087898,0.033344,-0.16632
-0.00087898,0.011202,-0.16974
-0.00087898,-0.011202,-0.16974
-0.00087898,-0.033344,-0.16632
-0.00087898,-0.054705,-0.15956
-0.00087898,-0.074783,-0.14962
-0.00087898,-0.093109,-0.13673
-0.00087898,-0.10925,-0.12119
-0.00087898,-0.12283,-0.10337
-0.00087898,-0.13354,-0.083692
-0.00087898,-0.14111,-0.062606
-0.00087898,-0.14538,-0.040611
-0.00087898,-0.14623,-0.018223
-0.00087898,-0.14366,0.0040342
-0.00087898,-0.13773,0.025638
-0.00087898,-0.12856,0.046082
-0.00087898,-0.11638,0.064888
-0.00087898,-0.10148,0.081614
-0.00087898,-0.084193,0.095869
-0.00087898,-0.064935,0.10732
-0.00087898,-0.044154,0.11569
-0.00087898,-0.022339,0.1208
-0.0036495,0,0.24503
-0.0036495,0.044678,0.2416
-0.0036495,0.088308,0.23139
-0.0036495,0.12987,0.21464
-0.0036495,0.16839,0.19174
-0.0036495,0.20296,0.16323
-0.0036495,0.23277,0.12978
-0.0036495,0.25713,0.092165
-0.0036495,0.27546,0.051276
-0.0036495,0.28733,0.0080685
-0.0036495,0.29247,-0.036445
-0.0036495,0.29075,-0.081222
-0.0036495,0.28222,-0.12521
-0.0036495,0.26707,-0.16738
-0.0036495,0.24567,-0.20675
-0.0036495,0.2185,-0.24239
-0.0036495,0.18622,-0.27346
-0.0036495,0.14957,-0.29924
-0.0036495,0.10941,-0.31912
-0.0036495,0.066689,-0.33264
-0.0036495,0.022405,-0.33948
-0.0036495,-0.022405,-0.33948
-0.0036495,-0.066689,-0.33264
-0.0036495,-0.10941,-0.31912
-0.0036495,-0.14957,-0.29924
-0.0036495,-0.18622,-0.27346
-0.0036495,-0.2185,-0.24239
-0.0036495,-0.24567,-0.20675
-0.0036495,-0.26707,-0.16738
-0.0036495,-0.28222,-0.12521
-0.0036495,-0.29075,-0.081222
-0.0036495,-0.29247,-0.036445
-0.0036495,-0.28733,0.0080685
-0.0036495,-0.27546,0.051276
-0.0036495,-0.25713,0.092165
-0.0036495,-0.23277,0.12978
-0.0036495,-0.20296,0.16323
-0.0036495,-0.16839,0.19174
-0.0036495,-0.12987,0.21464
-0.0036495,-0.088308,0.23139
-0.0036495,-0.044678,0.2416
-0.0084991,0,0.36754
-0.0084991,0.067017,0.3624
-0.0084991,0.13246,0.34708
-0.0084991,0.1948,0.32195
-0.0084991,0.25258,0.28761
-0.0084991,0.30443,0.24484
-0.0084991,0.34915,0.19466
-0.0084991,0.38569,0.13825
-0.0084991,0.41318,0.076914
-0.0084991,0.43099,0.012103
-0.0084991,0.4387,-0.054668
-0.0084991,0.43613,-0.12183
-0.0084991,0.42333,-0.18782
-0.0084991,0.40061,-0.25107
-0.0084991,0.3685,-0.31012
-0.0084991,0.32776,-0.36358
-0.0084991,0.27933,-0.41019
-0.0084991,0.22435,-0.44886
-0.0084991,0.16411,-0.47868
-0.0084991,0.10003,-0.49896
-0.0084991,0.033607,-0.50922
-0.0084991,-0.033607,-0.50922
-0.0084991,-0.10003,-0.49896
-0.0084991,-0.16411,-0.47868
-0.0084991,-0.22435,-0.44886
