-0.034907,140.95,7.5634e-15,2.4586,5.1015e-15,14.29,-1.2875e-14,4.3492
-0.017453,141.04,-1.3094e-14,1.23,2.1738e-15,7.1493,5.7556e-14,4.3516
0,141.08,-6.1132e-15,7.1054e-15,8.8818e-16,-3.7303e-14,-2.1816e-14,4.3519
0.017453,141.04,-4.0176e-15,-1.23,3.6328e-15,-7.1493,-1.8107e-14,4.3516
0.034907,140.95,9.5271e-15,-2.4586,9.8813e-16,-14.29,-2.5585e-14,4.3492
0.05236,140.79,3.1919e-15,-3.6841,1.8704e-15,-21.413,3.7375e-15,4.3444
0.069813,140.56,1.1866e-14,-4.9052,6.3788e-15,-28.51,3.2831e-14,4.3372
0.087266,140.27,1.3919e-14,-6.1203,7.9431e-15,-35.573,6.7064e-14,4.3219
0.10472,139.92,-1.5196e-14,-7.328,7.3358e-15,-42.592,5.1474e-14,4.3219
0.12217,139.5,5.6344e-15,-8.5269,1.8937e-14,-49.559,1.2843e-13,4.3089
0.13963,139.03,2.7756e-15,-9.7154,2.1976e-15,-56.465,-6.2509e-15,4.2851
0.15708,138.49,-1.0755e-14,-10.892,2.2905e-15,-63.303,3.1166e-16,4.2666
0.17453,137.89,9.8532e-16,-12.056,1.1315e-14,-70.064,4.727e-14,4.2565
0.19199,137.23,-2.8866e-15,-13.206,3.5732e-15,-76.74,7.1094e-15,4.2348
0.20944,136.5,-9.6728e-15,-14.339,1.7099e-14,-83.322,7.2299e-14,4.1986
0.22689,135.72,1.249e-16,-15.456,-2.9072e-14,-89.802,-1.3401e-13,4.1986
0.24435,134.89,7.4107e-15,-16.555,2.8872e-15,-96.173,-9.5303e-15,4.1721
0.2618,133.99,-1.1324e-14,-17.634,4.3934e-15,-102.43,3.4203e-15,4.1291
0.27925,133.04,-5.8148e-15,-18.693,-1.426e-14,-108.56,-5.2851e-14,4.1139
0.29671,132.03,-1.2282e-14,-19.73,-1.2348e-14,-114.55,-4.9977e-14,4.0824
0.31416,130.97,1.3628e-14,-20.744,-1.3177e-15,-120.41,-1.1129e-14,4.0324
0.33161,129.86,3.4694e-15,-21.735,8.7034e-15,-126.12,2.9646e-14,4.015
0.34907,128.7,-5.8287e-15,-22.701,-3.2049e-14,-131.68,-9.0651e-14,3.961
0.36652,127.48,2.6229e-15,-23.641,1.3796e-14,-137.07,3.0499e-14,3.9424
0.38397,126.22,1.7208e-15,-24.556,3.7687e-14,-142.3,9.1463e-14,3.9045
0.40143,124.91,-1.8999e-14,-25.443,-1.5408e-14,-147.36,-4.0739e-14,3.8655
0.41888,123.56,-8.5071e-15,-26.303,6.9389e-15,-152.24,7.3621e-15,3.8054
0.43633,122.16,-5.1625e-15,-27.134,-1.8344e-14,-156.93,-4.0323e-14,3.7436
0.45379,120.72,7.6883e-15,-27.936,-1.5591e-14,-161.43,-3.4023e-14,3.7017
0.47124,119.24,-6.814e-15,-28.708,-1.0741e-14,-165.73,-2.5803e-14,3.6805
0.48869,117.71,1.9276e-14,-29.451,3.796e-14,-169.83,7.0224e-14,3.5946
0.50615,116.15,4.3021e-16,-30.164,1.9256e-14,-173.73,3.4897e-14,3.5729
0.5236,114.55,1.1352e-14,-30.845,1.2991e-14,-177.41,2.3139e-14,1.7733
0.54105,112.92,-7.2164e-15,-31.496,3.6846e-14,-180.88,5.9719e-14,1.7733
0.55851,111.26,3.1364e-15,-32.116,2.2174e-14,-184.12,3.4583e-14,1.7733
0.57596,109.56,5.5511e-16,-32.705,5.2157e-14,-187.14,7.8518e-14,1.7733
0.59341,107.83,-2.0539e-15,-33.263,2.9009e-14,-189.94,4.1767e-14,1.7733
0.61087,106.08,-6.5781e-15,-33.79,1.4041e-14,-192.5,1.9037e-14,1.7733
0.62832,104.29,6.8556e-15,-34.285,4.416e-14,-194.83,6.1371e-14,1.7733
0.64577,102.49,-4.7878e-15,-34.75,1.5202e-14,-196.92,2.1074e-14,1.7733
0.66323,100.66,5.0515e-15,-35.184,-7.3848e-15,-198.77,-1.0433e-14,1.7733
0.68068,98.803,4.316e-15,-35.588,2.2971e-14,-200.38,2.8399e-14,1.7733
0.69813,96.929,-7.6605e-15,-35.962,3.2251e-14,-201.74,4.0475e-14,1.7733
0.71558,95.037,-4.4964e-15,-36.307,-8.253e-15,-202.86,-7.3893e-15,1.7733
0.73304,93.128,-5.9674e-16,-36.622,1.4501e-14,-203.73,1.8615e-14,1.7733
0.75049,91.203,-7.605e-15,-36.909,4.1408e-14,-204.36,4.1994e-14,1.7733
0.76794,89.263,-1.249e-16,-37.168,-1.8073e-14,-204.73,-1.8045e-14,1.7733
0.7854,87.311,-1.3947e-14,-37.4,2.0102e-14,-204.85,2.1191e-14,1.7733
0.80285,85.347,-3.1225e-15,-37.605,-8.1405e-15,-204.73,-7.5525e-15,1.7733
0.8203,83.373,-3.1641e-15,-37.784,1.1905e-14,-204.36,1.1652e-14,1.7733
0.83776,81.391,-5.4956e-15,-37.939,3.7809e-14,-203.73,3.5659e-14,1.7733
0.85521,79.401,-1.5821e-15,-38.069,2.7099e-14,-202.86,2.2132e-14,1.7733
0.87266,77.405,3.2613e-15,-38.176,1.4853e-14,-201.74,1.5289e-14,1.7733
0.89012,75.404,-5.3568e-15,-38.261,4.154e-14,-200.38,3.5852e-14,1.7733
0.90757,73.398,1.3878e-15,-38.324,1.4999e-14,-198.77,1.2e-14,1.7733
0.92502,71.391,7.3552e-16,-38.367,4.4595e-14,-196.92,3.3613e-14,1.7733
0.94248,69.381,-2.0123e-15,-38.389,6.6462e-15,-194.83,4.074e-15,1.7733
0.95993,67.371,1.9429e-15,-38.382,4.0127e-15,-192.55,4.3345e-15,1.7733
0.97738,65.362,8.8402e-15,-38.343,-5.019e-15,-190.08,-2.8832e-15,1.7733
0.99484,63.356,2.1233e-15,-38.268,1.8388e-14,-187.45,1.6327e-14,1.7733
1.0123,61.355,8.8818e-16,-38.156,8.8711e-15,-184.67,7.8016e-15,1.7733
1.0297,59.361,4.6907e-15,-38.006,2.8046e-15,-181.76,4.1704e-15,1.7733
1.0472,57.376,-3.5805e-15,-37.817,7.2859e-15,-178.71,5.144e-15,1.7733
